# Quantum-safety classification of JDK algorithm names, used by the pqc rule pack.
# Generated from the provider registry of JDK 26 (Oracle, Windows: SUN, SunRsaSign, SunEC,
# SunJSSE, SunJCE, SunMSCAPI) plus its TLS parameters and XML DSig SignatureMethod constants.
# PqcCatalogCompletenessTest fails when the running JDK exposes a name this file and the
# NOT_ASYMMETRIC prefixes in PqcCatalog do not classify: add the name here, do not widen a prefix.
# Columns (tab-separated): request type, classification, family, role, names (canonical first,
# then aliases and OIDs, comma-separated). Role is - for POST_QUANTUM.
KEM	POST_QUANTUM	ML_KEM	-	ML-KEM-1024,2.16.840.1.101.3.4.4.3,OID.2.16.840.1.101.3.4.4.3
KEM	POST_QUANTUM	ML_KEM	-	ML-KEM-512,2.16.840.1.101.3.4.4.1,OID.2.16.840.1.101.3.4.4.1
KEM	POST_QUANTUM	ML_KEM	-	ML-KEM-768,2.16.840.1.101.3.4.4.2,OID.2.16.840.1.101.3.4.4.2
CIPHER	VULNERABLE	HPKE	KEY_ESTABLISHMENT	HPKE
CIPHER	VULNERABLE	RSA	KEY_ESTABLISHMENT	RSA
KEY_PAIR_GENERATOR	VULNERABLE	DSA	SIGNATURE	DSA,1.2.840.10040.4.1,1.3.14.3.2.12,OID.1.2.840.10040.4.1
KEY_PAIR_GENERATOR	VULNERABLE	DH	KEY_ESTABLISHMENT	DiffieHellman,1.2.840.113549.1.3.1,DH,OID.1.2.840.113549.1.3.1
KEY_PAIR_GENERATOR	VULNERABLE	EC	KEY_MATERIAL	EC,1.2.840.10045.2.1,EllipticCurve,OID.1.2.840.10045.2.1
KEY_PAIR_GENERATOR	VULNERABLE	EDDSA	SIGNATURE	Ed25519,1.3.101.112,OID.1.3.101.112
KEY_PAIR_GENERATOR	VULNERABLE	EDDSA	SIGNATURE	Ed448,1.3.101.113,OID.1.3.101.113
KEY_PAIR_GENERATOR	VULNERABLE	EDDSA	SIGNATURE	EdDSA
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_DSA	-	ML-DSA
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_DSA	-	ML-DSA-44,2.16.840.1.101.3.4.3.17,OID.2.16.840.1.101.3.4.3.17
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_DSA	-	ML-DSA-65,2.16.840.1.101.3.4.3.18,OID.2.16.840.1.101.3.4.3.18
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_DSA	-	ML-DSA-87,2.16.840.1.101.3.4.3.19,OID.2.16.840.1.101.3.4.3.19
KEY_PAIR_GENERATOR	POST_QUANTUM	ML_KEM	-	ML-KEM
